       0.8702786         0.4861817
       0.4999252         0.7635328
       1.0898567         0.3041442
       0.6094981         0.6892941
       0.9875423         0.3967613
       0.6470915         0.6614373
       1.3528780         0.1605154
       1.1943853         0.2171415
       0.5946623         0.6777950
       1.1950117         0.2389225
       0.7793083         0.5646474
       0.9587145         0.4192457
       0.9170059         0.4513100
       0.9046112         0.4258831
       1.0149824         0.3673411
       1.3245713         0.1838118
       1.1614383         0.2624853
       1.2209475         0.2257385
       0.9179806         0.4374816
       1.3682016         0.1521820
       1.6587143         0.0468449
       0.8473875         0.4894303
       0.9634488         0.3935479
       0.5424730         0.7668236
       0.3645725         0.8978224
       1.1213776         0.2600758
       1.3409693         0.1624664
       1.1525536         0.2587528
       1.0304478         0.3627566
       0.9148284         0.4380043
       0.6012185         0.7168612
       1.2935512         0.1992287
       1.0842541         0.2896193
       0.3399662         0.8821411
       0.4251569         0.8407944
       1.0550389         0.3279382
       1.0388460         0.3469757
       1.2204638         0.2262765
       0.8401879         0.5091644
       0.8179027         0.5331972
       0.6455377         0.6779313
       1.0936627         0.2848920
       1.0265749         0.3621833
       0.9558669         0.3859028
       1.3254589         0.1905325
       0.9190943         0.4219371
       0.7651102         0.5486952
       0.7068314         0.6254864
       0.7203096         0.6149508
       0.8847842         0.4559210
       1.3929082         0.1490862
       0.9323814         0.4068710
       1.0089722         0.3852267
       0.8479700         0.5023182
       0.9717237         0.3940858
       1.1642388         0.2707804
       1.2294334         0.2278636
       0.7350334         0.5677534
       1.0796655         0.3078713
       1.2640438         0.2150593
       1.2144247         0.2518427
       0.9581199         0.4048006
       0.6950683         0.6269884
       0.5025212         0.7648281
       0.7681401         0.5616561
       1.5929294         0.0992390
       1.0012292         0.3716845
       1.1504594         0.2638563
       0.2053772         0.9504706
       0.9388025         0.4088342
       1.3492033         0.1542413
       1.0373586         0.3352014
       0.7596867         0.5822477
       0.5965511         0.7031027
       0.7591873         0.5622112
       0.7096103         0.5911180
       1.0919661         0.3203183
       0.6350519         0.6439964
       1.0621946         0.3194601
       0.9332255         0.4284886
       0.8984056         0.4232143
       1.1104814         0.3065745
       1.4051977         0.1376572
       0.3561089         0.8705746
       1.3239779         0.1628831
       0.1256945         0.9647152
       0.9256620         0.4083183
       0.8756472         0.4829491
       1.0526506         0.3169178
       0.9063059         0.4175738
       0.2369730         0.9665937
       1.5719359         0.0780031
       1.5151884         0.0907603
       0.9505824         0.3896782
       1.2908745         0.1959705
       0.8195446         0.5293949
       1.3269505         0.1515925
       1.5889633         0.1025369
       0.4429360         0.8244963
       0.5330382         0.7695154
       0.4700013         0.7857152
       1.1230562         0.3008036
       0.7228331         0.5830539
       0.8814678         0.4735949
       0.8407536         0.5031449
       0.9179712         0.4339751
       1.3036199         0.1651816
       0.7522253         0.5841737
       1.1196051         0.3102281
       0.7453157         0.5824868
       0.9352980         0.4273137
       0.9658485         0.3783044
       0.6889040         0.6345233
       1.0473473         0.3140726
       1.2438753         0.1971653
       1.0684393         0.3160518
       0.3699653         0.8636896
       0.7185885         0.5972563
       0.8226065         0.5137432
       0.9237342         0.4440320
       0.3034736         0.9031501
       1.3389198         0.1508051
       0.7515416         0.5617607
       0.1550672         0.9919722
       0.5191498         0.7548629
       0.4231857         0.8231238
       1.0257427         0.3406726
       1.1243958         0.2622912
       1.2631971         0.2252009
       1.1790810         0.2700428
       1.3115502         0.1886584
       0.9507446         0.4291963
       1.2400713         0.1997140
       1.2947487         0.1958225
       0.7890844         0.5348763
       1.2323922         0.2123373
       1.4564146         0.1098837
       1.2557083         0.1911322
       1.1143375         0.2977768
       1.3873329         0.1455794
       0.5618198         0.7259881
